Mass	Radius	phi	Temp	Rho	Pres	Lumi	H1	He4	He3	C12	C13	N14	N15	O16	O17	O18	Ne	Na	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni
0.0732287	0.099	4.5683697610208025	13000000.0	87.24	1.355e+17	0.43385	0.5525100000000001	0.4317	4.843e-05	5.8389999999999995e-06	1.328e-06	0.004018	8.458999999999999e-08	0.006665000000000001	1.101e-05	1.62e-05	0.001466	3.627e-05	0.0006979	6.154e-05	0.0007701	7.064e-06	0.0003838	5.102e-06	7.726e-05	3.983e-06	6.622e-05	4.274e-08	3.297e-06	3.937e-07	1.923e-05	1.406e-05	0.001334	3.702e-06	7.882e-05
0.0741434	0.0995	4.564629611738541	12980000.0	86.88	1.349e+17	0.43781000000000003	0.55373	0.43048000000000003	4.902e-05	5.82e-06	1.3240000000000002e-06	0.004018	8.461e-08	0.006664	1.073e-05	1.62e-05	0.001466	3.627e-05	0.0006977999999999999	6.153e-05	0.0007700000000000001	7.064e-06	0.0003838	5.101e-06	7.726e-05	3.983e-06	6.621e-05	4.274e-08	3.297e-06	3.936e-07	1.923e-05	1.406e-05	0.001334	3.702e-06	7.882e-05
0.0750611	0.1	4.560880823437046	12970000.0	86.52	1.342e+17	0.44177	0.55495	0.42926000000000003	4.96e-05	5.801e-06	1.32e-06	0.004017	8.462e-08	0.006663	1.046e-05	1.62e-05	0.001466	3.627e-05	0.0006977	6.153e-05	0.0007700000000000001	7.062999999999999e-06	0.00038369999999999995	5.101e-06	7.725e-05	3.982e-06	6.621e-05	4.273e-08	3.2960000000000003e-06	3.936e-07	1.923e-05	1.406e-05	0.001333	3.7010000000000002e-06	7.881e-05
0.0759847	0.1005	4.557123533084641	12950000.0	86.16	1.336e+17	0.44573	0.5561699999999999	0.42804	5.02e-05	5.782000000000001e-06	1.315e-06	0.004017	8.464000000000001e-08	0.006663	1.019e-05	1.619e-05	0.001466	3.627e-05	0.0006977	6.152e-05	0.0007699	7.062e-06	0.00038369999999999995	5.1e-06	7.724e-05	3.982e-06	6.62e-05	4.273e-08	3.2960000000000003e-06	3.936e-07	1.923e-05	1.405e-05	0.001333	3.7010000000000002e-06	7.88e-05
0.0769143	0.101	4.553357800621414	12930000.0	85.81	1.33e+17	0.44968	0.55738	0.42683000000000004	5.081e-05	5.763e-06	1.311e-06	0.004016	8.465e-08	0.006662	9.93e-06	1.619e-05	0.001466	3.626e-05	0.0006976	6.152e-05	0.0007698	7.062e-06	0.00038369999999999995	5.1e-06	7.724e-05	3.982e-06	6.619e-05	4.273e-08	3.2960000000000003e-06	3.935e-07	1.923e-05	1.405e-05	0.001333	3.7010000000000002e-06	7.88e-05
0.0778484	0.1015	4.549583719408757	12910000.0	85.45	1.324e+17	0.45363000000000003	0.5585899999999999	0.42563	5.142e-05	5.7439999999999996e-06	1.307e-06	0.004016	8.466e-08	0.006662	9.679e-06	1.619e-05	0.001465	3.626e-05	0.0006975	6.151e-05	0.0007698	7.061e-06	0.00038360000000000005	5.1e-06	7.723e-05	3.9810000000000005e-06	6.619e-05	4.272e-08	3.295e-06	3.935e-07	1.922e-05	1.405e-05	0.001333	3.7e-06	7.879e-05
0.07878869999999999	0.102	4.545801376838064	12890000.0	85.09	1.318e+17	0.45757	0.55979	0.42443000000000003	5.204e-05	5.725e-06	1.302e-06	0.0040149999999999995	8.468e-08	0.006661	9.438e-06	1.619e-05	0.001465	3.626e-05	0.0006975	6.151e-05	0.0007697	7.06e-06	0.00038360000000000005	5.099e-06	7.722e-05	3.9810000000000005e-06	6.618e-05	4.272e-08	3.295e-06	3.935e-07	1.922e-05	1.405e-05	0.001333	3.7e-06	7.878e-05
0.07973519999999999	0.1025	4.542010818088123	12870000.0	84.74	1.312e+17	0.4615	0.56099	0.42323	5.267e-05	5.706e-06	1.2980000000000001e-06	0.0040149999999999995	8.469e-08	0.006659999999999999	9.205e-06	1.618e-05	0.001465	3.625e-05	0.0006974	6.15e-05	0.0007696000000000001	7.06e-06	0.00038360000000000005	5.099e-06	7.722e-05	3.9810000000000005e-06	6.618e-05	4.272e-08	3.295e-06	3.934e-07	1.922e-05	1.405e-05	0.001333	3.7e-06	7.877e-05
0.0806853	0.103	4.53821214946436	12850000.0	84.39	1.305e+17	0.46543	0.56218	0.42203	5.331e-05	5.687000000000001e-06	1.294e-06	0.0040149999999999995	8.471e-08	0.006659999999999999	8.977e-06	1.618e-05	0.001465	3.625e-05	0.0006974	6.149e-05	0.0007696000000000001	7.059e-06	0.0003835	5.098e-06	7.721e-05	3.98e-06	6.617e-05	4.2709999999999997e-08	3.295e-06	3.934e-07	1.922e-05	1.405e-05	0.001333	3.6989999999999997e-06	7.877e-05
0.08164110000000001	0.1035	4.5344054876106865	12830000.0	84.03	1.299e+17	0.46936000000000005	0.5633699999999999	0.42083999999999994	5.396e-05	5.668e-06	1.289e-06	0.004014	8.472000000000001e-08	0.006659	8.757000000000001e-06	1.618e-05	0.001465	3.625e-05	0.0006973	6.149e-05	0.0007695	7.059e-06	0.0003835	5.098e-06	7.72e-05	3.98e-06	6.617e-05	4.2709999999999997e-08	3.2939999999999997e-06	3.934e-07	1.922e-05	1.405e-05	0.001333	3.6989999999999997e-06	7.876e-05
0.08260189999999999	0.104	4.530590914103392	12810000.0	83.68	1.293e+17	0.47326999999999997	0.5645600000000001	0.41966000000000003	5.461e-05	5.649e-06	1.285e-06	0.004014	8.474e-08	0.006658	8.543e-06	1.618e-05	0.001464	3.624e-05	0.0006972	6.148e-05	0.0007693999999999999	7.057999999999999e-06	0.0003835	5.097e-06	7.72e-05	3.98e-06	6.616e-05	4.27e-08	3.2939999999999997e-06	3.933e-07	1.922e-05	1.405e-05	0.001333	3.6989999999999997e-06	7.875e-05
0.0835686	0.1045	4.526768504857016	12790000.0	83.33	1.287e+17	0.47718	0.5657399999999999	0.41848	5.527e-05	5.63e-06	1.2809999999999999e-06	0.004013	8.475e-08	0.006658	8.337999999999999e-06	1.618e-05	0.001464	3.624e-05	0.0006972	6.148e-05	0.0007693999999999999	7.057e-06	0.00038339999999999994	5.097e-06	7.719e-05	3.9789999999999995e-06	6.615e-05	4.27e-08	3.2939999999999997e-06	3.933e-07	1.921e-05	1.404e-05	0.001332	3.698e-06	7.875e-05
0.0845396	0.105	4.522938350374516	12770000.0	82.98	1.281e+17	0.48108999999999996	0.56692	0.4173	5.594e-05	5.611e-06	1.276e-06	0.004013	8.477e-08	0.006657	8.137999999999999e-06	1.617e-05	0.001464	3.624e-05	0.0006971	6.147e-05	0.0007693	7.057e-06	0.00038339999999999994	5.096e-06	7.718e-05	3.9789999999999995e-06	6.615e-05	4.27e-08	3.293e-06	3.933e-07	1.921e-05	1.404e-05	0.001332	3.698e-06	7.874e-05
0.0855178	0.1055	4.5191005107921765	12750000.0	82.64	1.275e+17	0.48498	0.56809	0.41613	5.662e-05	5.591e-06	1.272e-06	0.004013	8.478e-08	0.0066560000000000005	7.947e-06	1.617e-05	0.001464	3.623e-05	0.0006971	6.147e-05	0.0007692	7.056e-06	0.00038339999999999994	5.096e-06	7.717e-05	3.9789999999999995e-06	6.614e-05	4.269e-08	3.293e-06	3.932e-07	1.921e-05	1.404e-05	0.001332	3.698e-06	7.873e-05
0.086499	0.106	4.515255073890643	12730000.0	82.29	1.269e+17	0.48886999999999997	0.56926	0.41496000000000005	5.731e-05	5.572e-06	1.268e-06	0.004012	8.479e-08	0.0066560000000000005	7.759e-06	1.617e-05	0.001464	3.623e-05	0.000697	6.146e-05	0.0007692	7.055e-06	0.0003833	5.095e-06	7.717e-05	3.978e-06	6.614e-05	4.269e-08	3.293e-06	3.932e-07	1.921e-05	1.404e-05	0.001332	3.697e-06	7.873e-05
0.0874868	0.1065	4.511402140105527	12710000.0	81.94	1.263e+17	0.49275	0.5704199999999999	0.4138	5.801e-05	5.552999999999999e-06	1.263e-06	0.004012	8.481e-08	0.0066549999999999995	7.579e-06	1.617e-05	0.001464	3.623e-05	0.0006969	6.146e-05	0.0007691	7.055e-06	0.0003833	5.095e-06	7.716e-05	3.978e-06	6.613e-05	4.269e-08	3.293e-06	3.932e-07	1.921e-05	1.404e-05	0.001332	3.697e-06	7.872e-05
0.0884783	0.107	4.5075417920262355	12690000.0	81.6	1.257e+17	0.49663	0.57158	0.41263999999999995	5.871e-05	5.534e-06	1.2590000000000001e-06	0.004011	8.482000000000001e-08	0.006654	7.404e-06	1.617e-05	0.001463	3.622e-05	0.0006969	6.145e-05	0.000769	7.054e-06	0.0003833	5.095e-06	7.715e-05	3.977e-06	6.612e-05	4.2679999999999996e-08	3.292e-06	3.9310000000000005e-07	1.921e-05	1.404e-05	0.001332	3.697e-06	7.871e-05
0.08947519999999999	0.1075	4.503674137466812	12670000.0	81.26	1.251e+17	0.50049	0.5727399999999999	0.41148999999999997	5.942e-05	5.515e-06	1.255e-06	0.004011	8.484e-08	0.006654	7.235e-06	1.616e-05	0.001463	3.622e-05	0.0006968	6.145e-05	0.000769	7.054e-06	0.0003832	5.094e-06	7.715e-05	3.977e-06	6.612e-05	4.2679999999999996e-08	3.292e-06	3.9310000000000005e-07	1.92e-05	1.404e-05	0.001332	3.6960000000000003e-06	7.87e-05
0.09047899999999999	0.108	4.499799213275131	12660000.0	80.91	1.245e+17	0.50434	0.57389	0.41034	6.015e-05	5.496e-06	1.25e-06	0.0040100000000000005	8.485e-08	0.006653	7.073e-06	1.616e-05	0.001463	3.622e-05	0.0006967000000000001	6.144e-05	0.0007689	7.052999999999999e-06	0.0003832	5.094e-06	7.714e-05	3.977e-06	6.611e-05	4.267e-08	3.292e-06	3.9310000000000005e-07	1.92e-05	1.404e-05	0.001332	3.6960000000000003e-06	7.87e-05
0.09148660000000002	0.1085	4.495917089896051	12640000.0	80.57	1.239e+17	0.5081899999999999	0.57504	0.40919	6.088e-05	5.477e-06	1.246e-06	0.0040100000000000005	8.487e-08	0.006652	6.915e-06	1.616e-05	0.001463	3.621e-05	0.0006967000000000001	6.143e-05	0.0007687999999999999	7.052e-06	0.00038310000000000004	5.093e-06	7.713e-05	3.9760000000000006e-06	6.611e-05	4.267e-08	3.2910000000000003e-06	3.93e-07	1.92e-05	1.403e-05	0.0013310000000000002	3.6960000000000003e-06	7.869e-05
0.0924985	0.109	4.492027892073594	12620000.0	80.23	1.233e+17	0.51203	0.57618	0.40805	6.162e-05	5.457999999999999e-06	1.242e-06	0.0040100000000000005	8.487999999999999e-08	0.006652	6.761e-06	1.616e-05	0.001463	3.621e-05	0.0006966	6.143e-05	0.0007687999999999999	7.052e-06	0.00038310000000000004	5.093e-06	7.713e-05	3.9760000000000006e-06	6.61e-05	4.267e-08	3.2910000000000003e-06	3.93e-07	1.92e-05	1.403e-05	0.0013310000000000002	3.695e-06	7.868e-05
0.0935163	0.1095	4.488131698156762	12600000.0	79.89	1.227e+17	0.51585	0.57731	0.40692	6.238e-05	5.439e-06	1.237e-06	0.004009	8.488999999999999e-08	0.006651000000000001	6.614e-06	1.615e-05	0.001462	3.621e-05	0.0006966	6.142e-05	0.0007687	7.051e-06	0.00038310000000000004	5.092e-06	7.712e-05	3.9760000000000006e-06	6.609e-05	4.266e-08	3.2910000000000003e-06	3.929e-07	1.92e-05	1.403e-05	0.0013310000000000002	3.695e-06	7.868e-05
0.0945384	0.11	4.484228584934087	12580000.0	79.56	1.221e+17	0.51967	0.57845	0.40579	6.314e-05	5.42e-06	1.2329999999999999e-06	0.004009	8.491e-08	0.00665	6.471e-06	1.615e-05	0.001462	3.62e-05	0.0006965	6.142e-05	0.0007686	7.051e-06	0.000383	5.092e-06	7.711e-05	3.975e-06	6.609e-05	4.266e-08	3.29e-06	3.929e-07	1.92e-05	1.403e-05	0.0013310000000000002	3.695e-06	7.867e-05
0.0955659	0.1105	4.480318638510535	12560000.0	79.22	1.215e+17	0.5234800000000001	0.57957	0.40465999999999996	6.391e-05	5.4010000000000005e-06	1.229e-06	0.004007999999999999	8.492000000000001e-08	0.00665	6.332999999999999e-06	1.615e-05	0.001462	3.62e-05	0.0006963999999999999	6.141e-05	0.0007686	7.05e-06	0.000383	5.091e-06	7.711e-05	3.975e-06	6.608e-05	4.266e-08	3.29e-06	3.929e-07	1.919e-05	1.403e-05	0.0013310000000000002	3.6939999999999997e-06	7.866e-05
0.09659960000000001	0.111	4.476401904754195	12540000.0	78.89	1.209e+17	0.52727	0.5806899999999999	0.40354	6.469e-05	5.382e-06	1.224e-06	0.004007999999999999	8.493000000000001e-08	0.0066489999999999995	6.2010000000000004e-06	1.615e-05	0.001462	3.62e-05	0.0006963999999999999	6.141e-05	0.0007685	7.049e-06	0.000383	5.091e-06	7.71e-05	3.975e-06	6.608e-05	4.2649999999999995e-08	3.29e-06	3.928e-07	1.919e-05	1.403e-05	0.0013310000000000002	3.6939999999999997e-06	7.866e-05
0.0976355	0.1115	4.47247849332974	12520000.0	78.55	1.203e+17	0.5310600000000001	0.58181	0.40242	6.548e-05	5.362999999999999e-06	1.22e-06	0.004007	8.494999999999999e-08	0.006648	6.071e-06	1.615e-05	0.001462	3.62e-05	0.0006963	6.14e-05	0.0007684	7.049e-06	0.000383	5.091e-06	7.709e-05	3.9739999999999996e-06	6.607e-05	4.2649999999999995e-08	3.29e-06	3.928e-07	1.919e-05	1.403e-05	0.0013310000000000002	3.6939999999999997e-06	7.865e-05
0.098678	0.112	4.468548504529121	12500000.0	78.22	1.197e+17	0.53483	0.58292	0.40131	6.628e-05	5.344e-06	1.2159999999999999e-06	0.004007	8.496e-08	0.006648	5.947000000000001e-06	1.614e-05	0.001462	3.619e-05	0.0006963	6.14e-05	0.0007684	7.047999999999999e-06	0.0003829	5.09e-06	7.709e-05	3.9739999999999996e-06	6.607e-05	4.2639999999999997e-08	3.2889999999999998e-06	3.928e-07	1.919e-05	1.403e-05	0.0013310000000000002	3.693e-06	7.864e-05
0.0997255	0.1125	4.464611980673143	12480000.0	77.89	1.192e+17	0.53859	0.58403	0.4002	6.709e-05	5.325e-06	1.211e-06	0.004006	8.498e-08	0.006647	5.827e-06	1.614e-05	0.0014609999999999998	3.619e-05	0.0006962000000000001	6.139e-05	0.0007683	7.047999999999999e-06	0.0003829	5.09e-06	7.708e-05	3.9739999999999996e-06	6.606e-05	4.2639999999999997e-08	3.2889999999999998e-06	3.928e-07	1.919e-05	1.403e-05	0.0013310000000000002	3.693e-06	7.864e-05
0.10077739999999999	0.113	4.460669007089164	12460000.0	77.56	1.186e+17	0.5423399999999999	0.58513	0.3991	6.791e-05	5.3060000000000005e-06	1.207e-06	0.004006	8.499000000000001e-08	0.006645999999999999	5.711e-06	1.614e-05	0.0014609999999999998	3.619e-05	0.0006961000000000001	6.139e-05	0.0007682	7.0470000000000005e-06	0.0003829	5.089e-06	7.707e-05	3.973e-06	6.606e-05	4.2639999999999997e-08	3.2889999999999998e-06	3.927e-07	1.919e-05	1.402e-05	0.00133	3.693e-06	7.863e-05
0.1018342	0.1135	4.456719669658098	12440000.0	77.23	1.18e+17	0.54608	0.58623	0.39801	6.874e-05	5.287e-06	1.203e-06	0.004005	8.5e-08	0.006645	5.599e-06	1.614e-05	0.0014609999999999998	3.618e-05	0.0006961000000000001	6.138e-05	0.0007682	7.046e-06	0.00038280000000000003	5.089e-06	7.707e-05	3.973e-06	6.605e-05	4.263e-08	3.2889999999999998e-06	3.927e-07	1.918e-05	1.402e-05	0.00133	3.693e-06	7.862e-05
0.1028971	0.114	4.452764019960664	12420000.0	76.9	1.174e+17	0.54981	0.58732	0.39692	6.959e-05	5.267999999999999e-06	1.198e-06	0.004005	8.502e-08	0.006645	5.492e-06	1.614e-05	0.0014609999999999998	3.618e-05	0.000696	6.138e-05	0.0007681	7.046e-06	0.00038280000000000003	5.088e-06	7.706e-05	3.973e-06	6.604e-05	4.263e-08	3.288e-06	3.9259999999999996e-07	1.918e-05	1.402e-05	0.00133	3.692e-06	7.862e-05
0.1039632	0.1145	4.448802141172316	12400000.0	76.57	1.168e+17	0.55352	0.58841	0.39583	7.044e-05	5.249e-06	1.1940000000000001e-06	0.004004	8.503e-08	0.006644	5.387e-06	1.613e-05	0.0014609999999999998	3.618e-05	0.000696	6.137e-05	0.000768	7.045e-06	0.00038280000000000003	5.088e-06	7.705e-05	3.972e-06	6.604e-05	4.263e-08	3.288e-06	3.9259999999999996e-07	1.918e-05	1.402e-05	0.00133	3.692e-06	7.861e-05
0.1050345	0.115	4.444834132513995	12380000.0	76.25	1.162e+17	0.55723	0.58949	0.39475	7.13e-05	5.23e-06	1.19e-06	0.004004	8.505000000000001e-08	0.0066430000000000005	5.287e-06	1.613e-05	0.00146	3.617e-05	0.0006959	6.137e-05	0.000768	7.044e-06	0.0003827	5.087e-06	7.705e-05	3.972e-06	6.603e-05	4.2619999999999994e-08	3.288e-06	3.9259999999999996e-07	1.918e-05	1.402e-05	0.00133	3.692e-06	7.86e-05
0.10611010000000001	0.1155	4.44086007038983	12360000.0	75.92	1.157e+17	0.56092	0.5905699999999999	0.39366999999999996	7.218e-05	5.211000000000001e-06	1.185e-06	0.004004	8.506000000000001e-08	0.006642	5.189e-06	1.613e-05	0.00146	3.617e-05	0.0006957999999999999	6.136e-05	0.0007679	7.044e-06	0.0003827	5.087e-06	7.704e-05	3.972e-06	6.603e-05	4.2619999999999994e-08	3.287e-06	3.925e-07	1.918e-05	1.402e-05	0.00133	3.6910000000000003e-06	7.86e-05
0.1071924	0.116	4.436880002191678	12340000.0	75.6	1.151e+17	0.5645899999999999	0.5916399999999999	0.3926	7.306e-05	5.1920000000000004e-06	1.181e-06	0.0040030000000000005	8.507999999999999e-08	0.006642	5.096e-06	1.613e-05	0.00146	3.617e-05	0.0006957999999999999	6.135e-05	0.0007678	7.042999999999999e-06	0.0003827	5.087e-06	7.703e-05	3.971000000000001e-06	6.602e-05	4.261e-08	3.287e-06	3.925e-07	1.918e-05	1.402e-05	0.00133	3.6910000000000003e-06	7.859e-05
0.1082769	0.1165	4.432894013060378	12320000.0	75.27	1.145e+17	0.56825	0.5927100000000001	0.39153000000000004	7.396e-05	5.1729999999999994e-06	1.1770000000000001e-06	0.0040030000000000005	8.51e-08	0.006640999999999999	5.005e-06	1.612e-05	0.00146	3.616e-05	0.0006957	6.135e-05	0.0007678	7.042999999999999e-06	0.00038260000000000003	5.086e-06	7.703e-05	3.971000000000001e-06	6.601e-05	4.261e-08	3.287e-06	3.925e-07	1.917e-05	1.402e-05	0.00133	3.6910000000000003e-06	7.858e-05
0.1093674	0.117	4.428902200110119	12300000.0	74.95	1.14e+17	0.5719	0.59377	0.39047	7.487e-05	5.154e-06	1.172e-06	0.004002	8.511000000000001e-08	0.006640000000000001	4.918e-06	1.612e-05	0.00146	3.616e-05	0.0006957	6.134e-05	0.0007677000000000001	7.0420000000000005e-06	0.00038260000000000003	5.086e-06	7.702e-05	3.971000000000001e-06	6.601e-05	4.261e-08	3.2860000000000004e-06	3.9240000000000005e-07	1.917e-05	1.401e-05	0.0013289999999999999	3.69e-06	7.857e-05
0.1104617	0.1175	4.424904629056035	12280000.0	74.63	1.134e+17	0.5755399999999999	0.59483	0.38942	7.579e-05	5.135e-06	1.1679999999999999e-06	0.004002	8.513e-08	0.006639	4.833e-06	1.612e-05	0.00146	3.616e-05	0.0006956	6.134e-05	0.0007676	7.041e-06	0.00038250000000000003	5.085e-06	7.701e-05	3.97e-06	6.6e-05	4.26e-08	3.2860000000000004e-06	3.9240000000000005e-07	1.917e-05	1.401e-05	0.0013289999999999999	3.69e-06	7.857e-05
0.1115615	0.118	4.4209013738889436	12260000.0	74.31	1.128e+17	0.57916	0.59588	0.38837	7.672e-05	5.116e-06	1.164e-06	0.004002	8.514e-08	0.006639	4.7519999999999996e-06	1.612e-05	0.001459	3.615e-05	0.0006955	6.133e-05	0.0007676	7.041e-06	0.00038250000000000003	5.085e-06	7.701e-05	3.97e-06	6.6e-05	4.26e-08	3.2860000000000004e-06	3.9240000000000005e-07	1.917e-05	1.401e-05	0.0013289999999999999	3.69e-06	7.856e-05
0.1126664	0.1185	4.416892483941036	12240000.0	73.99	1.122e+17	0.58277	0.59692	0.38732	7.767e-05	5.097e-06	1.159e-06	0.004001	8.516e-08	0.006638	4.674e-06	1.612e-05	0.001459	3.615e-05	0.0006955	6.133e-05	0.0007675	7.04e-06	0.00038250000000000003	5.084e-06	7.7e-05	3.969e-06	6.599e-05	4.26e-08	3.2860000000000004e-06	3.923e-07	1.917e-05	1.401e-05	0.0013289999999999999	3.6889999999999997e-06	7.855e-05
0.11377480000000001	0.119	4.412878043273805	12230000.0	73.68	1.117e+17	0.58636	0.59796	0.38628	7.862e-05	5.078e-06	1.155e-06	0.004001	8.517000000000001e-08	0.0066370000000000005	4.5989999999999995e-06	1.611e-05	0.001459	3.615e-05	0.0006954	6.132e-05	0.0007673999999999999	7.039e-06	0.00038239999999999997	5.084e-06	7.699e-05	3.969e-06	6.599e-05	4.258999999999999e-08	3.285e-06	3.923e-07	1.917e-05	1.401e-05	0.0013289999999999999	3.6889999999999997e-06	7.855e-05
0.1148877	0.1195	4.408858145174151	12210000.0	73.36	1.111e+17	0.5899399999999999	0.599	0.38525	7.959e-05	5.059e-06	1.1509999999999999e-06	0.004	8.519e-08	0.0066359999999999995	4.525e-06	1.611e-05	0.001459	3.614e-05	0.0006952999999999999	6.132e-05	0.0007673	7.039e-06	0.00038239999999999997	5.083e-06	7.699e-05	3.969e-06	6.598e-05	4.258999999999999e-08	3.285e-06	3.923e-07	1.916e-05	1.401e-05	0.0013289999999999999	3.6889999999999997e-06	7.854e-05
0.11600539999999998	0.12	4.404832858461454	12190000.0	73.05	1.106e+17	0.5935	0.6000300000000001	0.38422	8.057e-05	5.04e-06	1.146e-06	0.004	8.52e-08	0.0066359999999999995	4.455e-06	1.611e-05	0.001459	3.614e-05	0.0006952999999999999	6.131e-05	0.0007673	7.037999999999999e-06	0.00038239999999999997	5.083e-06	7.698e-05	3.968e-06	6.597e-05	4.258e-08	3.285e-06	3.922e-07	1.916e-05	1.401e-05	0.0013289999999999999	3.688e-06	7.853e-05
0.1171277	0.1205	4.400802249042723	12170000.0	72.73	1.1e+17	0.59705	0.60105	0.3832	8.156e-05	5.021e-06	1.142e-06	0.004	8.522e-08	0.006634999999999999	4.387e-06	1.611e-05	0.001458	3.614e-05	0.0006952000000000001	6.131e-05	0.0007672000000000001	7.037999999999999e-06	0.00038229999999999997	5.083e-06	7.697e-05	3.968e-06	6.597e-05	4.258e-08	3.284e-06	3.922e-07	1.916e-05	1.401e-05	0.0013289999999999999	3.688e-06	7.853e-05
0.118255	0.121	4.396766378358776	12150000.0	72.42	1.094e+17	0.60058	0.60207	0.38218	8.257e-05	5.003e-06	1.138e-06	0.003999	8.523e-08	0.006634	4.322e-06	1.611e-05	0.001458	3.613e-05	0.0006952000000000001	6.13e-05	0.0007671	7.0370000000000006e-06	0.00038229999999999997	5.082e-06	7.696e-05	3.968e-06	6.596e-05	4.258e-08	3.284e-06	3.922e-07	1.916e-05	1.4e-05	0.0013289999999999999	3.688e-06	7.852e-05
0.11938610000000001	0.1215	4.392725320368065	12130000.0	72.11	1.089e+17	0.6041	0.60309	0.38117	8.358e-05	4.984e-06	1.133e-06	0.003999	8.525e-08	0.006633	4.258999999999999e-06	1.61e-05	0.001458	3.613e-05	0.0006951	6.129e-05	0.0007671	7.036e-06	0.00038229999999999997	5.082e-06	7.696e-05	3.967e-06	6.596e-05	4.257e-08	3.284e-06	3.921e-07	1.916e-05	1.4e-05	0.001328	3.687e-06	7.851e-05
0.120523	0.122	4.388679134472805	12110000.0	71.8	1.083e+17	0.6076	0.60409	0.38016	8.462e-05	4.966e-06	1.1290000000000001e-06	0.003998	8.526e-08	0.006631999999999999	4.199e-06	1.61e-05	0.001458	3.613e-05	0.000695	6.129e-05	0.000767	7.036e-06	0.0003822	5.081e-06	7.695e-05	3.967e-06	6.595e-05	4.257e-08	3.284e-06	3.921e-07	1.915e-05	1.4e-05	0.001328	3.687e-06	7.85e-05
0.12166220000000001	0.1225	4.384627903855322	12090000.0	71.49	1.078e+17	0.6110899999999999	0.6051	0.37916	8.566e-05	4.947e-06	1.125e-06	0.003998	8.527999999999999e-08	0.006631999999999999	4.14e-06	1.61e-05	0.001458	3.613e-05	0.000695	6.128e-05	0.0007668999999999999	7.035e-06	0.0003822	5.081e-06	7.694e-05	3.967e-06	6.594e-05	4.257e-08	3.283e-06	3.921e-07	1.915e-05	1.4e-05	0.001328	3.687e-06	7.85e-05
0.1228076	0.123	4.3805717040457655	12070000.0	71.18	1.072e+17	0.61456	0.60609	0.37816	8.672e-05	4.93e-06	1.121e-06	0.003998	8.529e-08	0.006631000000000001	4.083999999999999e-06	1.61e-05	0.001458	3.612e-05	0.0006949	6.128e-05	0.0007668999999999999	7.034e-06	0.0003822	5.08e-06	7.694e-05	3.966e-06	6.594e-05	4.2560000000000005e-08	3.283e-06	3.92e-07	1.915e-05	1.4e-05	0.001328	3.6860000000000004e-06	7.849e-05
0.1239558	0.1235	4.376510600518198	12050000.0	70.88	1.067e+17	0.61802	0.60709	0.37717	8.779e-05	4.913e-06	1.117e-06	0.003997	8.531e-08	0.00663	4.029e-06	1.609e-05	0.001457	3.612e-05	0.0006948	6.127e-05	0.0007667999999999999	7.034e-06	0.0003821	5.08e-06	7.693e-05	3.966e-06	6.593e-05	4.2560000000000005e-08	3.283e-06	3.92e-07	1.915e-05	1.4e-05	0.001328	3.6860000000000004e-06	7.848e-05
0.1251094	0.124	4.372444671107903	12030000.0	70.57	1.061e+17	0.62146	0.60807	0.37618	8.887e-05	4.896e-06	1.114e-06	0.003997	8.532e-08	0.006629	3.977e-06	1.609e-05	0.001457	3.612e-05	0.0006948	6.127e-05	0.0007667	7.032999999999999e-06	0.0003821	5.079e-06	7.692e-05	3.966e-06	6.593e-05	4.255e-08	3.282e-06	3.92e-07	1.915e-05	1.4e-05	0.001328	3.6860000000000004e-06	7.848e-05
0.1262666	0.1245	4.368373979007114	12010000.0	70.26	1.056e+17	0.62488	0.60905	0.3752	8.997e-05	4.881e-06	1.111e-06	0.003996	8.534e-08	0.006628	3.926e-06	1.609e-05	0.001457	3.611e-05	0.0006947	6.126e-05	0.0007667	7.032999999999999e-06	0.0003821	5.079e-06	7.692e-05	3.965e-06	6.592e-05	4.255e-08	3.282e-06	3.9189999999999996e-07	1.915e-05	1.4e-05	0.001328	3.685e-06	7.847e-05
0.1274289	0.125	4.364298591389779	11990000.0	69.96	1.05e+17	0.62829	0.6100300000000001	0.37423	9.109e-05	4.868e-06	1.108e-06	0.003996	8.535e-08	0.006628	3.878e-06	1.609e-05	0.001457	3.611e-05	0.0006947	6.126e-05	0.0007666	7.032000000000001e-06	0.00038199999999999996	5.078e-06	7.691e-05	3.965e-06	6.591e-05	4.255e-08	3.282e-06	3.9189999999999996e-07	1.914e-05	1.399e-05	0.001328	3.685e-06	7.846e-05
0.1285948	0.1255	4.360218574087476	11970000.0	69.66	1.045e+17	0.63168	0.611	0.37326	9.221e-05	4.857e-06	1.1059999999999999e-06	0.003995	8.537e-08	0.006626999999999999	3.831e-06	1.609e-05	0.001457	3.611e-05	0.0006946000000000001	6.125e-05	0.0007665	7.031e-06	0.00038199999999999996	5.078e-06	7.69e-05	3.965e-06	6.591e-05	4.2539999999999996e-08	3.282e-06	3.918e-07	1.914e-05	1.399e-05	0.001327	3.685e-06	7.846e-05
